"query","dish_name","recipe_id","label","reason","source"
"Tôi muốn món gỏi gà xé cho cuối tuần","Gỏi gà măng cụt","6198","3","Là món gỏi gà nhưng kết hợp măng cụt, khá gần với yêu cầu gỏi gà xé.","pinecone"
"Tôi muốn món gỏi gà xé cho cuối tuần","Gà kho tàu","2807","0","Món gà kho, không phải gỏi gà xé.","pinecone"
"Tôi muốn món gỏi gà xé cho cuối tuần","Ức gà luộc giảm cân","6329","0","Ức gà luộc giảm cân, không phải món gỏi gà xé.","pinecone"
"Tôi muốn món gỏi gà xé cho cuối tuần","Gà cúng nguyên con","6371","0","Gà cúng nguyên con, không phải món gỏi gà xé.","pinecone"
"Tôi muốn món gỏi gà xé cho cuối tuần","Gỏi chân gà rút xương cà rốt hành tây","5959","3","Là gỏi chân gà trộn, gần với món gỏi gà, khá phù hợp.","pinecone"
"Tôi muốn món gỏi gà xé cho cuối tuần","Gà nướng tiêu","478","0","Món gà nướng, không phải gỏi.","pinecone"
"Tôi muốn món gỏi gà xé cho cuối tuần","Giò gà xào","6372","0","Món giò gà xào, không phải gỏi gà xé.","pinecone"
"Tôi muốn món gỏi gà xé cho cuối tuần","Mổ gà cúng","6334","0","Mổ gà cúng, không phù hợp.","pinecone"
"Tôi muốn món gỏi gà xé cho cuối tuần","Ức gà cuộn sốt xoài","703","0","Ức gà cuộn sốt xoài, không phải món gỏi gà xé.","pinecone"
"Có món nào từ sườn heo mà thời gian nấu dưới 30 phút không","Sườn bò nướng","519","0","Dùng sườn bò, không phải sườn heo; thời gian nấu quá lâu.","pinecone"
"Có món nào từ sườn heo mà thời gian nấu dưới 30 phút không","Cháo sườn heo","1046","2","Có sườn non (gần giống sườn heo), thời gian nấu dài hơn 30 phút.","pinecone"
"Có món nào từ sườn heo mà thời gian nấu dưới 30 phút không","Bò cuộn hành nướng","460","0","Không có nguyên liệu sườn heo.","pinecone"
"Có món nào từ sườn heo mà thời gian nấu dưới 30 phút không","Thịt heo chiên giòn","3771","0","Không có nguyên liệu sườn heo.","pinecone"
"Có món nào từ sườn heo mà thời gian nấu dưới 30 phút không","Thịt bung (hầm nhừ) miền Trung","3345","0","Không có nguyên liệu sườn heo.","pinecone"
"Có món nào từ sườn heo mà thời gian nấu dưới 30 phút không","Thịt heo hấp sốt nước tương","5487","0","Dùng thịt ba rọi, không phải sườn heo; thời gian nấu quá lâu.","pinecone"
"Có món nào từ sườn heo mà thời gian nấu dưới 30 phút không","Snack da heo chiên giòn bằng nồi chiên không dầu","3820","0","Dùng da heo, không phải sườn heo.","pinecone"
"Có món nào từ sườn heo mà thời gian nấu dưới 30 phút không","thịt kho tương hột","2665","1","Có thịt heo nhưng không rõ là sườn; thời gian nấu dưới 30 phút.","pinecone"
"Có món nào từ sườn heo mà thời gian nấu dưới 30 phút không","Thịt xông khói bằng lò vi sóng","768","0","Dùng thịt ba chỉ mềm, không phải sườn heo.","pinecone"
"Có món nào từ sườn heo mà thời gian nấu dưới 30 phút không","Khô cá bò nướng","10025","0","Không có nguyên liệu sườn heo.","pinecone"
"Có món nào từ sườn heo mà thời gian nấu dưới 30 phút không","Sườn non chay chiên giòn","3496","0","Dùng sườn chay, không phải sườn heo.","pinecone"
"Có món nào từ sườn heo mà thời gian nấu dưới 30 phút không","Nấu gà nguyên con bằng nồi nấu chậm","6514","0","Dùng gà, không phải sườn heo.","pinecone"
"Có món nào từ sườn heo mà thời gian nấu dưới 30 phút không","Thịt heo nướng riềng mẻ","35","1","Dùng thịt heo nguyên mảng, không cụ thể sườn; thời gian nấu trong giới hạn.","pinecone"
"Có món nào từ sườn heo mà thời gian nấu dưới 30 phút không","Bò cuộn nấm kim châm bằng nồi chiên không dầu","350","0","Không có nguyên liệu sườn heo.","pinecone"
"Có món nào từ sườn heo mà thời gian nấu dưới 30 phút không","Sườn chiên nước mắm","4736","4","Có sườn heo; thời gian nấu dưới 30 phút; rất phù hợp yêu cầu.","pinecone"
"Cho tôi món nướng từ ba chỉ heo, nguyên liệu dễ tìm","Thịt heo nướng riềng mẻ","35","3","Món nướng và có thịt heo, nhưng không rõ là ba chỉ; nguyên liệu dễ tìm; độ khó phù hợp.","pinecone"
"Cho tôi món nướng từ ba chỉ heo, nguyên liệu dễ tìm","Sườn bò nướng","519","0","Nguyên liệu chính là sườn bò, không phải ba chỉ heo.","pinecone"
"Cho tôi món nướng từ ba chỉ heo, nguyên liệu dễ tìm","Bò cuộn nấm kim châm bằng nồi chiên không dầu","350","0","Nguyên liệu là ba chỉ bò, không phải ba chỉ heo, không phù hợp.","pinecone"
"Cho tôi món nướng từ ba chỉ heo, nguyên liệu dễ tìm","Bò cuộn hành nướng","460","0","Dùng thịt thăn bò, không phải ba chỉ heo.","pinecone"
"Cho tôi món nướng từ ba chỉ heo, nguyên liệu dễ tìm","Thịt ba chỉ cuộn bì chiên giòn","4041","1","Có thịt ba chỉ nhưng không phải món nướng mà là món chiên.","pinecone"
"Cho tôi món nướng từ ba chỉ heo, nguyên liệu dễ tìm","Thịt cuộn đậu que nướng","412","0","Dùng thịt xông khói, không phải ba chỉ heo, và không rõ có phải nướng đúng kiểu ba chỉ heo.","pinecone"
"Cho tôi món nướng từ ba chỉ heo, nguyên liệu dễ tìm","Thịt xông khói bằng lò vi sóng","768","1","Có thịt ba chỉ loại mềm nhưng làm bằng lò vi sóng, không phải nướng truyền thống.","pinecone"
"Cho tôi món nướng từ ba chỉ heo, nguyên liệu dễ tìm","Cháo ngô thịt heo","1104","0","Món cháo, không phải món nướng; thịt dùng là thịt heo băm, không phải ba chỉ.","pinecone"
"Cho tôi món nướng từ ba chỉ heo, nguyên liệu dễ tìm","Thịt heo chiên giòn","3771","0","Món chiên, không phải món nướng; chỉ có thịt heo chung chung, không rõ ba chỉ.","pinecone"
"Cho tôi món nướng từ ba chỉ heo, nguyên liệu dễ tìm","Cách làm thịt ba chỉ chay","2892","0","Món chay, không có thịt ba chỉ heo thật.","pinecone"
"Cho tôi món nướng từ ba chỉ heo, nguyên liệu dễ tìm","Cháo sườn heo","1046","0","Món cháo, không phải món nướng hay món ba chỉ.","pinecone"
"Cho tôi món nướng từ ba chỉ heo, nguyên liệu dễ tìm","Chân gà rút xương nướng sa tế","289","0","Dùng chân gà nướng, không phải ba chỉ heo.","pinecone"
"Cho tôi món nướng từ ba chỉ heo, nguyên liệu dễ tìm","Thịt ba chỉ luộc","5468","0","Món hấp, không phải món nướng; có thịt ba chỉ nhưng chế biến khác.","pinecone"
"Cho tôi món nướng từ ba chỉ heo, nguyên liệu dễ tìm","Thịt heo hấp sốt nước tương","5487","0","Món hấp, nấu lâu, không phù hợp yêu cầu món nướng.","pinecone"
"Cho tôi món nướng từ ba chỉ heo, nguyên liệu dễ tìm","Ba chỉ bò cuộn nấm kim châm nướng","553","0","Dùng ba chỉ bò Mỹ, không phải ba chỉ heo.","pinecone"
"Tôi cần món chè dễ nấu cho người mới bắt đầu","Chè bắp","7628","4","Món chè, độ khó dễ, phù hợp cho người mới bắt đầu","pinecone"
"Tôi cần món chè dễ nấu cho người mới bắt đầu","Chè gạo nếp gừng","7131","4","Món chè, độ khó dễ phù hợp người mới bắt đầu","pinecone"
"Tôi cần món chè dễ nấu cho người mới bắt đầu","Chè chí mà phù","7238","2","Món chè dễ nhưng thời gian chuẩn bị quá lâu không phù hợp","pinecone"
"Tôi cần món chè dễ nấu cho người mới bắt đầu","Chè bí đỏ gạo nếp","7230","2","Món chè dễ nhưng thời gian chuẩn bị và nấu lâu, khó cho người bắt đầu","pinecone"
"Tôi cần món chè dễ nấu cho người mới bắt đầu","Cốm từ cơm nguội","3739","0","Không phải món chè, không phù hợp","pinecone"
"Tôi cần món chè dễ nấu cho người mới bắt đầu","Cháo trắng ăn dặm bằng bếp ga","943","0","Không phải món chè","pinecone"
"Tôi cần món chè dễ nấu cho người mới bắt đầu","Chè kho đậu xanh","9837","4","Món chè, độ khó dễ, phù hợp người mới bắt đầu","pinecone"
"Tôi cần món chè dễ nấu cho người mới bắt đầu","Yến chưng đường phèn","5065","0","Không phải món chè","pinecone"
"Tôi cần món chè dễ nấu cho người mới bắt đầu","Nấu cơm bằng nồi lẩu mini","5349","0","Không phải món chè","pinecone"
"Tôi cần món chè dễ nấu cho người mới bắt đầu","Cháo giò heo truyền thống","1065","0","Không phải món chè","pinecone"
"Tôi cần món chè dễ nấu cho người mới bắt đầu","Chè lủm chủm","7197","2","Món chè dễ nhưng thời gian chuẩn bị lâu","pinecone"
"Tôi cần món chè dễ nấu cho người mới bắt đầu","Chè mè đen người Hoa","9585","4","Món chè, độ khó dễ, thời gian nấu đủ nhanh","pinecone"
"Tôi cần món chè dễ nấu cho người mới bắt đầu","Chè đậu xanh nấu đơn giản","9537","3","Món chè dễ nhưng độ phổ biến thấp và thời gian nấu hơi lâu","pinecone"
"Tôi cần món chè dễ nấu cho người mới bắt đầu","Cháo mè đen","902","0","Không phải món chè","pinecone"
"Tôi cần món chè dễ nấu cho người mới bắt đầu","Cơm mẻ bằng cơm nguội","9978","0","Không phải món chè","pinecone"
"Gợi ý món canh chay cho 2 người, vị thanh","Thịt lụi chay nướng","569","1","Món chay nhưng không phải canh, phù hợp khẩu phần 2-3 người.","pinecone"
"Gợi ý món canh chay cho 2 người, vị thanh","Cách làm thịt ba chỉ chay","2892","1","Món kho chay, không phải canh, khẩu phần phù hợp.","pinecone"
"Gợi ý món canh chay cho 2 người, vị thanh","Trứng vịt, trứng gà luộc chay","2832","0","Không phải món canh, khẩu phần 4-6 người, không phù hợp.","pinecone"
"Gợi ý món canh chay cho 2 người, vị thanh","Canh bầu nhồi thịt chay","6769","3","Món canh chay, chuẩn bị nhanh, nhưng khẩu phần 4-6 người không phù hợp với yêu cầu 2 người.","pinecone"
"Gợi ý món canh chay cho 2 người, vị thanh","Cơm cháy chà bông chay","6890","0","Không phải món canh, món ăn vặt, không phù hợp.","pinecone"
"Gợi ý món canh chay cho 2 người, vị thanh","","2375","0","Không có thông tin nguyên liệu và tên món, không xác định được món canh.","pinecone"
"Gợi ý món canh chay cho 2 người, vị thanh","Chả đùm chay","7072","0","Không phải món canh, khẩu phần 6-8 người, không phù hợp.","pinecone"
"Gợi ý món canh chay cho 2 người, vị thanh","","4119","0","Không có thông tin nguyên liệu và tên món, không xác định được món canh.","pinecone"
"Gợi ý món canh chay cho 2 người, vị thanh","Trứng vịt, trứng gà luộc chay","6933","0","Không phải món canh, khẩu phần 4-6 người, không phù hợp.","pinecone"
"Gợi ý món canh chay cho 2 người, vị thanh","Sườn non chay chiên giòn","3496","0","Món chiên chay, không phải canh.","pinecone"
"Gợi ý món canh chay cho 2 người, vị thanh","Sườn sốt chanh dây chay","3910","0","Món chiên chay, không phải canh.","pinecone"
"Gợi ý món canh chay cho 2 người, vị thanh","Sườn non chay kho tiêu","2529","0","Món kho chay, không phải canh.","pinecone"
"Gợi ý món canh chay cho 2 người, vị thanh","Đậu gà luộc","4799","0","Món hấp chay, không phải canh và khẩu phần không phù hợp.","pinecone"
"Gợi ý món canh chay cho 2 người, vị thanh","Bún thịt xào chay","1856","0","Món xào chay, không phải canh.","pinecone"
"Gợi ý món canh chay cho 2 người, vị thanh","Cơm cháy mỡ hành từ cơm nguội","3722","0","Món chiên ăn vặt, không phải canh.","pinecone"
"Tôi muốn món kho từ trứng cút, ăn với cơm ngon","Rong biển cuộn trứng cút","4033","1","Có trứng cút nhưng là món chiên, không phải món kho.","pinecone"
"Tôi muốn món kho từ trứng cút, ăn với cơm ngon","Cơm nguội bọc trứng cút chiên","3831","1","Có trứng cút và cơm nhưng là món chiên, không phải kho.","pinecone"
"Tôi muốn món kho từ trứng cút, ăn với cơm ngon","Trứng vịt, trứng gà luộc chay","2832","0","Không có trứng cút và trứng để kho, món chay không phù hợp.","pinecone"
"Tôi muốn món kho từ trứng cút, ăn với cơm ngon","Cơm nguội chiên trứng cút","4605","1","Có trứng cút và cơm nhưng là món chiên, không phải kho.","pinecone"
"Tôi muốn món kho từ trứng cút, ăn với cơm ngon","Món trứng ngọt bùi béo","7463","0","Không có trứng cút và không phải món kho.","pinecone"
"Tôi muốn món kho từ trứng cút, ăn với cơm ngon","Khoai tây chiên xù bọc trứng cút","4004","1","Có trứng cút nhưng là món chiên, không phải món kho.","pinecone"
"Tôi muốn món kho từ trứng cút, ăn với cơm ngon","Sốt trứng ăn bánh mì, cơm gà","6518","0","Không có trứng cút và không phải món kho.","pinecone"
"Tôi muốn món kho từ trứng cút, ăn với cơm ngon","Trứng cút bách hoa","3592","1","Có trứng cút nhưng là món chiên, không phải món kho.","pinecone"
"Tôi muốn món kho từ trứng cút, ăn với cơm ngon","Trứng cút chiên giòn (Công thức được chia sẻ từ người dùng)","3628","1","Có trứng cút nhưng là món chiên, không phải kho.","pinecone"
"Tôi muốn món kho từ trứng cút, ăn với cơm ngon","Khoai tây bọc trứng cút chiên xù","4298","1","Có trứng cút nhưng là món chiên, không phải kho.","pinecone"
"Tôi muốn món kho từ trứng cút, ăn với cơm ngon","Cháo trứng gà cải bó xôi","839","0","Không có trứng cút và không phải món kho.","pinecone"
"Tôi muốn món kho từ trứng cút, ăn với cơm ngon","Trứng vịt, trứng gà luộc chay","6933","0","Không có trứng cút và không phải món kho.","pinecone"
"Tôi muốn món kho từ trứng cút, ăn với cơm ngon","Cháo yến mạch trứng gà","1006","0","Không có trứng cút và không phải món kho.","pinecone"
"Tôi muốn món kho từ trứng cút, ăn với cơm ngon","Cháo trứng gà khoai lang","1009","0","Không có trứng cút và không phải món kho.","pinecone"
"Tôi muốn món kho từ trứng cút, ăn với cơm ngon","Cháo trứng gà cà rốt","1125","0","Không có trứng cút và không phải món kho.","pinecone"
"Có món nào từ mực ống nướng hoặc hấp không","Cách nướng mực khô bằng nồi chiên không dầu","117","1","Món dùng khô mực, không phải mực ống tươi, nhưng là món nướng.","pinecone"
"Có món nào từ mực ống nướng hoặc hấp không","Mực nướng 1 nắng bằng nồi chiên không dầu","328","1","Có mực một nắng, món nướng nhưng không phải mực ống tươi.","pinecone"
"Có món nào từ mực ống nướng hoặc hấp không","Mực khô nướng","424","1","Dùng mực khô nướng, không phải mực ống tươi, nhưng là món nướng.","pinecone"
"Có món nào từ mực ống nướng hoặc hấp không","Mực một nắng","545","4","Có nguyên liệu mực ống tươi và là món nướng phù hợp rất tốt.","pinecone"
"Có món nào từ mực ống nướng hoặc hấp không","Khô cá đuối nướng mắm me","229","0","Nguyên liệu không chứa mực ống, không phù hợp.","pinecone"
"Có món nào từ mực ống nướng hoặc hấp không","Mực nướng sa tế ngon với sốt ướp chuẩn","461","4","Có mực ống tươi, món nướng, rất phù hợp yêu cầu.","pinecone"
"Có món nào từ mực ống nướng hoặc hấp không","Cá  mương chiên giòn","3540","0","Không có nguyên liệu mực, không phù hợp.","pinecone"
"Có món nào từ mực ống nướng hoặc hấp không","Chùm ruột ngâm đường","8084","0","Không có nguyên liệu mực, không phù hợp.","pinecone"
"Có món nào từ mực ống nướng hoặc hấp không","Khô ếch đồng","10094","0","Không có nguyên liệu mực, không phù hợp.","pinecone"
"Có món nào từ mực ống nướng hoặc hấp không","Mực ống hấp bia","5166","4","Có mực ống, món hấp, phù hợp rất tốt yêu cầu.","pinecone"
"Có món nào từ mực ống nướng hoặc hấp không","Nước màu kho thịt","2554","0","Không có nguyên liệu mực, không phù hợp.","pinecone"
"Có món nào từ mực ống nướng hoặc hấp không","Cá chỉ vàng nướng","111","0","Nguyên liệu là khô cá chỉ vàng, không phải mực ống.","pinecone"
"Có món nào từ mực ống nướng hoặc hấp không","Khô cá hồi làm bằng lò nướng","360","0","Nguyên liệu cá hồi, không phải mực ống.","pinecone"
"Có món nào từ mực ống nướng hoặc hấp không","Khô cá đù một nắng","10003","0","Nguyên liệu cá đù, không phải mực ống.","pinecone"
"Có món nào từ mực ống nướng hoặc hấp không","Mực hấp bia","5115","3","Có mực tươi, món hấp nhưng không chỉ rõ mực ống.","pinecone"
"Cho tôi món ăn vặt ngọt nhẹ cho 1 người","Kẹo dẻo hình trái tim","7168","2","Món ăn vặt ngọt nhưng khẩu phần 4-6 người, không phù hợp 1 người.","pinecone"
"Cho tôi món ăn vặt ngọt nhẹ cho 1 người","Pudding xoài","7681","4","Món ăn vặt ngọt, khẩu phần 1 người, phù hợp yêu cầu.","pinecone"
"Cho tôi món ăn vặt ngọt nhẹ cho 1 người","Chè dưỡng nhan","7706","1","Món ăn vặt nhưng khẩu phần lớn, không ngọt nhẹ.","pinecone"
"Cho tôi món ăn vặt ngọt nhẹ cho 1 người","Cốm từ cơm nguội","3739","1","Món ăn vặt nhưng món chiên, không ngọt nhẹ, khẩu phần lớn.","pinecone"
"Cho tôi món ăn vặt ngọt nhẹ cho 1 người","Mơ ngâm đường","8055","1","Món ăn vặt ngọt nhưng khẩu phần 4-6 người, không phù hợp.","pinecone"
"Cho tôi món ăn vặt ngọt nhẹ cho 1 người","Kẹo đường dalgona - Kẹo đường Hàn Quốc","7915","1","Món ăn vặt ngọt nhưng khẩu phần lớn, không phù hợp 1 người.","pinecone"
"Cho tôi món ăn vặt ngọt nhẹ cho 1 người","Kẹo đường trong Squid Game","7828","1","Món ăn vặt ngọt nhưng khẩu phần lớn, không phù hợp 1 người.","pinecone"
"Cho tôi món ăn vặt ngọt nhẹ cho 1 người","Kẹo chip chip với bột rau câu agar","7236","2","Món ăn vặt ngọt nhưng khẩu phần không rõ, thời gian nấu hơi dài.","pinecone"
"Cho tôi món ăn vặt ngọt nhẹ cho 1 người","Kẹo lạc (kẹo đậu phộng)","7440","1","Món ăn vặt ngọt nhưng khẩu phần 2-3 người, không phù hợp 1 người.","pinecone"
"Cho tôi món ăn vặt ngọt nhẹ cho 1 người","Bánh gạo tokbokki bằng cơm nguội","7537","1","Món ăn vặt nhưng không ngọt, khẩu phần 2-3 người.","pinecone"
"Cho tôi món ăn vặt ngọt nhẹ cho 1 người","Chè mè đen người Hoa","9585","1","Món tráng miệng ngọt nhưng khẩu phần 2-3 người, không phù hợp.","pinecone"
"Cho tôi món ăn vặt ngọt nhẹ cho 1 người","Mứt dừa trà xanh","8030","1","Món ăn vặt ngọt nhưng khẩu phần 2-3 người, chuẩn bị lâu.","pinecone"
"Cho tôi món ăn vặt ngọt nhẹ cho 1 người","Kẹo dẻo trái đất","7888","1","Món ăn vặt ngọt nhưng khẩu phần lớn, không phù hợp 1 người.","pinecone"
"Cho tôi món ăn vặt ngọt nhẹ cho 1 người","Mứt mít dẻo (công thức được chia sẻ từ người dùng)","7458","1","Món ăn vặt ngọt nhưng khẩu phần 2-3 người, không phù hợp 1 người.","pinecone"
"Cho tôi món ăn vặt ngọt nhẹ cho 1 người","Mứt xoài dẻo","7699","1","Món ăn vặt ngọt nhưng khẩu phần lớn, thời gian nấu rất lâu.","pinecone"
"Tôi cần món xào ít dầu mỡ, nguyên liệu dưới 7 món","Ốc mỡ xào sả","1685","3","Món xào, nguyên liệu 7 món đúng yêu cầu, nhưng có 2 muỗng bơ thực vật có thể nhiều dầu mỡ.","pinecone"
"Tôi cần món xào ít dầu mỡ, nguyên liệu dưới 7 món","Rau muống xào dầu hào","1310","3","Món xào, nguyên liệu ít (6 món), phù hợp ít dầu nhưng có tới 3 muỗng dầu ăn/dầu hào.","pinecone"
"Tôi cần món xào ít dầu mỡ, nguyên liệu dưới 7 món","Khoai tây chiên bằng nồi chiên không dầu","4249","0","Món chiên không phải xào, có nhiều dầu ăn (200 ml) không phù hợp ít dầu.","pinecone"
"Tôi cần món xào ít dầu mỡ, nguyên liệu dưới 7 món","Cách làm tóp mỡ bằng nồi chiên không dầu","10054","0","Món khô-mắm, không phải món xào, nhiều mỡ heo, không phù hợp ít dầu.","pinecone"
"Tôi cần món xào ít dầu mỡ, nguyên liệu dưới 7 món","Nấm mỡ xào cần tây chay","1662","3","Món xào, nguyên liệu nhiều hơn 7 món, có dầu ăn và dầu hào chay, lượng dầu không rõ ít.","pinecone"
"Tôi cần món xào ít dầu mỡ, nguyên liệu dưới 7 món","Khoai tây chiên bằng nồi chiên không dầu","4218","1","Món chiên, không phải món xào, dầu ăn 2 muỗng canh khá nhiều.","pinecone"
"Tôi cần món xào ít dầu mỡ, nguyên liệu dưới 7 món","Thịt viên chiên bằng nồi chiên không dầu","4396","1","Món chiên, không phải xào, có dầu ăn tuy nhỏ nhưng không phải xào ít dầu.","pinecone"
"Tôi cần món xào ít dầu mỡ, nguyên liệu dưới 7 món","Ốc mỡ xào tỏi","1739","0","Món xào nguyên liệu 5 món đúng, nhưng thời gian lâu và dùng 20g bơ lạt có thể nhiều dầu.","pinecone"
"Tôi cần món xào ít dầu mỡ, nguyên liệu dưới 7 món","Sườn cốt lết cuộn phô mai bằng nồi chiên không dầu","648","0","Món nướng, không phải xào, không phù hợp yêu cầu.","pinecone"
"Tôi cần món xào ít dầu mỡ, nguyên liệu dưới 7 món","Ốc mỡ xào rau muống","2271","2","Món xào nhưng nguyên liệu hơn 7 món (9 món), dầu ăn 4 muỗng canh hơi nhiều.","pinecone"
"Tôi cần món xào ít dầu mỡ, nguyên liệu dưới 7 món","Cải thìa xào dầu hào","2071","3","Món xào, nguyên liệu 5 món, dầu ăn và dầu hào 4 muỗng canh tổng, hơi nhiều dầu.","pinecone"
"Tôi cần món xào ít dầu mỡ, nguyên liệu dưới 7 món","Rau muống xào chao","2124","3","Món xào chay, nguyên liệu 6 món, gồm 2 muỗng dầu ăn, phù hợp ít dầu.","pinecone"
"Tôi cần món xào ít dầu mỡ, nguyên liệu dưới 7 món","Sườn cốt lết nướng bằng nồi chiên không dầu","549","0","Món nướng, không phải xào, dầu ăn 100 ml nhiều dầu mỡ.","pinecone"
"Tôi cần món xào ít dầu mỡ, nguyên liệu dưới 7 món","Khoai tây chiên sốt phô mai","4615","0","Món chiên, sốt phô mai nhiều nguyên liệu và dầu oliu 2 thìa canh, không phải xào.","pinecone"
"Tôi cần món xào ít dầu mỡ, nguyên liệu dưới 7 món","Mỡ hành tóp mỡ","2293","0","Món xào, nguyên liệu ít, nhưng dầu ăn 200 ml rất nhiều dầu không phù hợp.","pinecone"
"Gợi ý món nước ép từ cam và cà rốt","Nước ép xà lách cam cà rốt","9505","4","Có cam và cà rốt đúng yêu cầu, là món nước ép.","pinecone"
"Gợi ý món nước ép từ cam và cà rốt","Nước ép cam bưởi bằng máy vắt cam","8607","1","Có cam nhưng không có cà rốt.","pinecone"
"Gợi ý món nước ép từ cam và cà rốt","Nước ép lựu mix cà rốt","8674","2","Có cà rốt nhưng không có cam, chỉ có lựu cộng thêm.","pinecone"
"Gợi ý món nước ép từ cam và cà rốt","Nước ép lựu bằng đồ vắt cam","9507","0","Chỉ có lựu, không có cam và cà rốt.","pinecone"
"Gợi ý món nước ép từ cam và cà rốt","Nước ép nha đam và cam","8644","2","Có cam nhưng không có cà rốt.","pinecone"
"Gợi ý món nước ép từ cam và cà rốt","Nước ép cam cà rốt","8624","4","Đầy đủ cam và cà rốt, thuộc loại nước ép.","pinecone"
"Gợi ý món nước ép từ cam và cà rốt","Nước ép dưa leo cà rốt","9120","1","Có cà rốt nhưng không có cam, thêm dưa leo.","pinecone"
"Gợi ý món nước ép từ cam và cà rốt","Nước ép cam dứa","8729","2","Có cam nhưng không có cà rốt, thêm dứa.","pinecone"
"Gợi ý món nước ép từ cam và cà rốt","Nước ép lựu dưa hấu","8975","0","Chỉ có lựu và dưa hấu, không có cam và cà rốt.","pinecone"
"Gợi ý món nước ép từ cam và cà rốt","Nước ép dứa cà rốt","8666","1","Có cà rốt nhưng không có cam, có dứa.","pinecone"
"Gợi ý món nước ép từ cam và cà rốt","Nước ép mãng cầu xiêm (mãng cầu gai)","8583","0","Không có cam và cà rốt.","pinecone"
"Gợi ý món nước ép từ cam và cà rốt","Nước ép cà rốt bằng máy xay sinh tố","8932","4","Có đầy đủ cam và cà rốt, phù hợp loại nước ép.","pinecone"
"Gợi ý món nước ép từ cam và cà rốt","Nước ép cam dưa hấu","8604","2","Có cam nhưng không có cà rốt, có dưa hấu.","pinecone"
"Gợi ý món nước ép từ cam và cà rốt","Nước ép cà chua cà rốt","9496","1","Có cà rốt nhưng không có cam, thêm cà chua.","pinecone"
"Gợi ý món nước ép từ cam và cà rốt","Nước ép dưa lê","8595","0","Không có cam và cà rốt.","pinecone"
"Tôi muốn món canh từ cá rô đồng, khẩu phần 3 người","Cơm nắm cá ngừ","7411","0","Món không phải canh và không chứa cá rô đồng.","pinecone"
"Tôi muốn món canh từ cá rô đồng, khẩu phần 3 người","Cháo cua biển rau ngót","953","0","Không có cá rô đồng và không phải món canh.","pinecone"
"Tôi muốn món canh từ cá rô đồng, khẩu phần 3 người","Cá rô rang muối","3758","1","Có cá rô nhưng không phải món canh, khẩu phần lớn hơn yêu cầu.","pinecone"
"Tôi muốn món canh từ cá rô đồng, khẩu phần 3 người","Cháo cá chẽm cho bé ăn dặm với rau củ","998","0","Không có cá rô đồng và không phải món canh.","pinecone"
"Tôi muốn món canh từ cá rô đồng, khẩu phần 3 người","Cháo cá hồi bí xanh","880","0","Không có cá rô đồng và không phải món canh.","pinecone"
"Tôi muốn món canh từ cá rô đồng, khẩu phần 3 người","Cháo cá hồi bông cải","1053","0","Không có cá rô đồng và không phải món canh.","pinecone"
"Tôi muốn món canh từ cá rô đồng, khẩu phần 3 người","Cá rô phi kho tương riềng","2981","0","Có cá rô phi, không phải cá rô đồng, cũng không phải món canh.","pinecone"
"Tôi muốn món canh từ cá rô đồng, khẩu phần 3 người","Cá trích phile","5855","0","Không có cá rô đồng và không phải món canh.","pinecone"
"Tôi muốn món canh từ cá rô đồng, khẩu phần 3 người","Cá rô nướng","235","0","Có cá rô nhưng là món nướng, không phải món canh.","pinecone"
"Tôi muốn món canh từ cá rô đồng, khẩu phần 3 người","Cá chỉ vàng nướng","111","0","Không có cá rô đồng và không phải món canh.","pinecone"
"Tôi muốn món canh từ cá rô đồng, khẩu phần 3 người","Khô cá hồi làm bằng lò nướng","360","0","Không có cá rô đồng và không phải món canh.","pinecone"
"Tôi muốn món canh từ cá rô đồng, khẩu phần 3 người","Khô cá đù một nắng","10003","0","Không có cá rô đồng và không phải món canh.","pinecone"
"Tôi muốn món canh từ cá rô đồng, khẩu phần 3 người","Cơm chiên cá mặn","3559","0","Không có cá rô đồng và không phải món canh.","pinecone"
"Tôi muốn món canh từ cá rô đồng, khẩu phần 3 người","Cá thu muối dùi","10009","0","Không có cá rô đồng và không phải món canh.","pinecone"
"Tôi muốn món canh từ cá rô đồng, khẩu phần 3 người","Cơm cháy rong biển mè rang","7880","0","Không có cá rô đồng và không phải món canh.","pinecone"
"Có món nào từ gà ác để hầm hoặc tiềm không","Gà ác hầm đậu đen","6356","4","Có gà ác và món hầm phù hợp yêu cầu.","pinecone"
"Có món nào từ gà ác để hầm hoặc tiềm không","Cháo gà ác","1026","3","Có gà ác nhưng là món cháo, không đúng dạng hầm/tiềm.","pinecone"
"Có món nào từ gà ác để hầm hoặc tiềm không","Thịt gà nấu đông với chân giò","6330","0","Không có gà ác trong nguyên liệu.","pinecone"
"Có món nào từ gà ác để hầm hoặc tiềm không","Chân gà rút xương nướng sa tế","289","0","Không có gà ác, món nướng không phải hầm/tiềm.","pinecone"
"Có món nào từ gà ác để hầm hoặc tiềm không","Nấu gà nguyên con bằng nồi nấu chậm","6514","0","Chỉ có gà chung, không rõ có phải gà ác, và không phải món hầm/tiềm.","pinecone"
"Có món nào từ gà ác để hầm hoặc tiềm không","Gà nướng nồi đất","717","0","Không có gà ác, món nướng không phải hầm/tiềm.","pinecone"
"Có món nào từ gà ác để hầm hoặc tiềm không","Gà hấp muối kiểu người Hoa","4976","0","Không có gà ác, món hấp không phải hầm/tiềm.","pinecone"
